pid,ECategory,Event,ELevel
241998,sports,kabaddi,district
241998,games,kho-kho,district
241998,hobbies,reading and playing outdoor games,
241998,games,football,district
241998,sports,cricket,school
241998,sports,cricket player represented school on district level,district
241998,games,400 meter running champion at school level,school
241998,cultural,dramatic represented school at district level,
241998,hobbies,good in drawing and painting won many awards at district level,district
241998,cultural,kathak dancer,school
241998,hobbies,reading,school
241998,sports,football,district
241998,hobbies,gym,
241998,hobbies,dancing,school
470004,sports,cricket,
470004,games,chess,
241998,hobbies,"drawing , reading",school
241998,sports,"basketball,football and chess",school
241998,hobbies,"iit bombay eureka finalist, xartup finalist, iit bombay abhyuday semi finalist",state
241998,sports,swimming,
241998,hobbies,book and novel reading,
241998,sports,kho-kho,school
241998,hobbies,singing,school
241998,others,vasai kala krida,school
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,reading,
241998,others,no,
241998,sports,khokho,school
241998,hobbies,singing,school
241998,others,debate,school
462230,sports,circket football volleyball kabaddi,school
464140,sports,netball,state
464140,games,dodgeball,state
464140,cultural,dance,school
450564,sports,cricket,school
450564,games,sports,school
450564,cultural,skit,school
450564,hobbies,calligraphy ,school
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
450562,sports,football ,school
450562,games,pubg,school
450562,hobbies,football,school
450522,sports,cricket ,school
450522,games,"carrom,chess",school
450522,cultural,,school
450522,hobbies,singing ,school
450522,others,,school
450580,sports,football,school
450580,games,carram board,school
450580,cultural,no,school
450580,hobbies,"read, wiring, related to technical, etc",school
450580,others,electrical,school
450526,sports,carrom ,school
450526,games,chess,school
450526,hobbies,cycling hiking photography ,school
450526,others,making project ,school
241998,sports,karate,school
450536,hobbies,reading books,school
470054,sports,football,district
464032,hobbies,trained bharatnatyam dancer.,school
464032,others,appeared for elementary and intermediate drawing exams.,school
462014,sports,chess,district
462014,games,taekwondo,school
462014,hobbies,playing chess,district
464518,hobbies,guitar,
241998,sports,kabaddi,school
468532,sports,,
468532,games,,
468532,cultural,,
468532,hobbies,,
468532,others,,
466522,cultural,"assistant cultural secretary of diploma college, treasurer of cultural committee",school
466522,hobbies,photography,
466522,others,won prizes in technical events in various colleges,state
464510,sports,cricket team of thakur polytechnic,school
464510,games,chess,school
464510,cultural,technical team member,school
464510,hobbies,"singing, drawing, swimming, cricket",school
464502,cultural,elementry + intermidiete exams with a grade,
464502,hobbies,drawing,
cars,,,
tech,,,
game dev,,,
i.t server,,,
app dev,,,
468542,games,"tug of war,",
"general quiz,",,,
technical quiz. ,,,
,state,,
468542,cultural,"project competition,",
paper presentation competition.,,,
,state,,
462510,sports,came 2 in volleyball district in 10th standard,district
464520,sports,karate,national
464520,games,volleyball,district
464522,sports,volleyball winner,
throwball runner-up,school,,
464522,cultural,drawing competition winner ,
patriotic runner-up,school,,
464522,others,quiz competition participation,state
470522,sports,no,
470522,games,no,
470522,cultural,no,
470522,others,no,
464516,sports,nothing,
241998,sports,playing football,school
241998,games,carrom,district
241998,hobbies,reading singing dancing  spell bee national level competition ranker cooking and travelling,national
241998,others,full of enthusiasm an outspoken person with a helpful heart and loving nature..,
462506,sports,football,district
462506,hobbies,dancing,
462506,others,football,
464524,sports,football,district
464524,games,volleyball,school
464524,cultural,lagori,
464524,others,achieved first position in football tournament held at atharva college.,
241998,sports,ncc cadet,
241998,games,tug of war,school
462526,sports,-,
462526,games,-,
462526,cultural,-,
462526,hobbies,-,
462526,others,-,
470524,hobbies,"reading , dancing, writing",
241998,sports,i have been playing cricket and been a part of super seven rajasthan and have been attending national camps throughout and currently i am associated with madhya pradesh cricket association i have also been part of the practice squad of the ipl team rajasthan royals,national
241998,hobbies,i have volunteered in number of animal rescue organisations,state
466512,sports,thrwoball dodgeball cricekt,school
468528,sports,"basketball,football,carrom",school
468528,games,"chess,carrom",school
468528,hobbies,drawing,school
241998,cultural,certificate of participation in college anual function and certificate of merit in college technical function,
241998,hobbies,listening to music and reading books,
241998,hobbies,drawing,school
444112,sports,cricket,school
444112,games,chess,school
444112,hobbies,drawing,school
444112,others,nothing,school
241998,sports,interschool football game,school
466540,sports,interschool football match winner,school
241998,sports,,
241998,games,,
241998,cultural,,
241998,hobbies,"chess,football",
466546,sports,"football dso,aism,running",school
466546,games,"football dso,aism,running",school
466546,cultural,dance,school
466546,hobbies,"football,dancing,singing,",school
468526,sports,badminton,school
468526,cultural,cultural secretary,state
468526,hobbies,cricket,school
468526,others,singing,school
241998,sports,cricket,school
462504,sports,football,school
470564,cultural,msbte sponsored paper presentation,state
466524,sports,volleyball,
470526,sports,football,school
470526,hobbies,love sports,
470514,hobbies,outdoor games,school
470514,others,football,
466520,sports,football,school
470530,others,science exibition,school
470542,sports,dodge ball first prize,school
470542,games,three legged race second prize,school
470542,cultural,drama competition first prize,school
470542,hobbies,dancing is one of hobbie and i have participate in many event during school and diploma,school
470542,others,science exhibition second prize,district
466534,sports,kabaddi,school
470568,sports,racing,school
470568,games,carrom,school
470568,hobbies,football,school
470568,others,scouts,school
470512,sports,essay writing in taluka level science exhibition,school
470512,games,technical poster presentation,school
470512,cultural,project presentation,school
470512,hobbies,elocation,school
470512,others,best boy 2018-19,school
470538,sports,kho-kho and cricket,school
470538,games,carrom and chess,
470538,hobbies,making scientific project,
470534,sports,running,school
470534,games,kabaddi,school
470534,hobbies,"traveling,studying,reading,cricket",school
470534,others,"good leadership,teamwork,good communication skills,project management",school
464508,others,technical paper presentation,state
468516,sports,"boxing, running",district
468514,sports,drama,school
468514,games,running,school
468514,hobbies,travel,state
241998,others,allimentary and intermidiate,school
446172,sports,basketball ,school
446172,games,-,school
446172,cultural,dance,school
446172,hobbies,playing guitar ,school
446172,others,-,school
241998,others,participated in atv building competition held at bhopal by isnee motorsports,national
468524,others,participated in atv building competition held at bhopal by isnee motorsports. i was captian for this team for 2 years,national
241998,sports,national olympiad,school
241998,games,chess,school
241998,hobbies,badminton,
470550,cultural,drama,school
470550,hobbies,drawing,school
470506,sports,running,school
470506,hobbies,interested and curious in electrical and electronics equipment,school
470506,others,it's working and components,school
466510,sports,n.a,
466510,games,n.a,
466510,cultural,n.a,
466510,hobbies,n.a,
466510,others,n.a,
466502,sports,football,school
241998,sports,cricket - inter college competition at mumbai level,district
