"pid,ssc,hsc,cet,diploma"
"198649,91.8,0,90.43505,88.86"
"198650,91.8,0,90.43505,88.86"
"198651,91.8,0,90.43505,88.86"
"198652,91.8,0,90.43505,88.86"
"198653,91.8,0,90.43505,88.86"
"198654,91.8,0,90.43505,88.86"
"198655,91.8,0,90.43505,88.86"
"198656,91.8,0,90.43505,88.86"
"198657,91.8,0,90.43505,88.86"
"198658,91.8,0,90.43505,88.86"
"198659,91.8,0,90.43505,88.86"
"198660,91.8,0,90.43505,88.86"
"198661,91.8,0,90.43505,88.86"
"198662,91.8,0,90.43505,88.86"
"198663,91.8,0,90.43505,88.86"
"198664,91.8,0,90.43505,88.86"
"198665,91.8,0,90.43505,88.86"
"198666,91.8,0,90.43505,88.86"
"198667,91.8,0,90.43505,88.86"
"198668,91.8,0,90.43505,88.86"
"198669,91.8,0,90.43505,88.86"
"198670,91.8,0,90.43505,88.86"
"198671,91.8,0,90.43505,88.86"
"198672,91.8,0,90.43505,88.86"
"198673,91.8,0,90.43505,88.86"
"198674,91.8,0,90.43505,88.86"
"198675,91.8,0,90.43505,88.86"
"198676,91.8,0,90.43505,88.86"
"198677,91.8,0,90.43505,88.86"
"198678,91.8,0,90.43505,88.86"
"198679,91.8,0,90.43505,88.86"
"198680,91.8,0,90.43505,88.86"
"198681,91.8,0,90.43505,88.86"
"198682,91.8,0,90.43505,88.86"
"198683,91.8,0,90.43505,88.86"
"198684,91.8,0,90.43505,88.86"
"198685,91.8,0,90.43505,88.86"
"198686,91.8,0,90.43505,88.86"
"198687,91.8,0,90.43505,88.86"
"198688,91.8,0,90.43505,88.86"
"198689,91.8,0,90.43505,88.86"
"198690,91.8,0,90.43505,88.86"
"198691,91.8,0,90.43505,88.86"
"198692,91.8,0,90.43505,88.86"
"198693,91.8,0,90.43505,88.86"
"198694,91.8,0,90.43505,88.86"
"198695,91.8,0,90.43505,88.86"
"198696,91.8,0,90.43505,88.86"
"198697,91.8,0,90.43505,88.86"
"198698,91.8,0,90.43505,88.86"
"198699,91.8,0,90.43505,88.86"
"198700,91.8,0,90.43505,88.86"
"198701,91.8,0,90.43505,88.86"
"198702,91.8,0,90.43505,88.86"
"198703,91.8,0,90.43505,88.86"
"198704,91.8,0,90.43505,88.86"
"198705,91.8,0,90.43505,88.86"
"198706,91.8,0,90.43505,88.86"
"198707,91.8,0,90.43505,88.86"
"198708,91.8,0,90.43505,88.86"
"198709,91.8,0,90.43505,88.86"
"198710,91.8,0,90.43505,88.86"
"198711,91.8,0,90.43505,88.86"
"198712,91.8,0,90.43505,88.86"
"198713,91.8,0,90.43505,88.86"
"198714,91.8,0,90.43505,88.86"
"198715,91.8,0,90.43505,88.86"
"198716,91.8,0,90.43505,88.86"
"198717,91.8,0,90.43505,88.86"
"198718,91.8,0,90.43505,88.86"
"198719,91.8,0,90.43505,88.86"
"198720,91.8,0,90.43505,88.86"
"198721,91.8,0,90.43505,88.86"
"198722,91.8,0,90.43505,88.86"
"198723,91.8,0,90.43505,88.86"
"198724,91.8,0,90.43505,88.86"
"198725,91.8,0,90.43505,88.86"
"198726,91.8,0,90.43505,88.86"
"198727,91.8,0,90.43505,88.86"
"198728,91.8,0,90.43505,88.86"
"198729,91.8,0,90.43505,88.86"
"198730,91.8,0,90.43505,88.86"
"198731,91.8,0,90.43505,88.86"
"198732,91.8,0,90.43505,88.86"
"198733,91.8,0,90.43505,88.86"
"198734,91.8,0,90.43505,88.86"
"198735,91.8,0,90.43505,88.86"
"198736,91.8,0,90.43505,88.86"
"198737,91.8,0,90.43505,88.86"
"198738,91.8,0,90.43505,88.86"
"198739,91.8,0,90.43505,88.86"
"198740,91.8,0,90.43505,88.86"
"198741,91.8,0,90.43505,88.86"
"198742,91.8,0,90.43505,88.86"
"198743,91.8,0,90.43505,88.86"
"198744,91.8,0,90.43505,88.86"
"198745,91.8,0,90.43505,88.86"
"198746,91.8,0,90.43505,88.86"
"198747,91.8,0,90.43505,88.86"
"198748,91.8,0,90.43505,88.86"
"198749,91.8,0,90.43505,88.86"
"198750,91.8,0,90.43505,88.86"
"198751,91.8,0,90.43505,88.86"
"198752,91.8,0,90.43505,88.86"
"198753,91.8,0,90.43505,88.86"
"198754,91.8,0,90.43505,88.86"
"198755,91.8,0,90.43505,88.86"
"198756,91.8,0,90.43505,88.86"
"198757,91.8,0,90.43505,88.86"
"198758,91.8,0,90.43505,88.86"
"198759,91.8,0,90.43505,88.86"
"198760,91.8,0,90.43505,88.86"
"198761,91.8,0,90.43505,88.86"
"198762,91.8,0,90.43505,88.86"
"198763,91.8,0,90.43505,88.86"
"198764,91.8,0,90.43505,88.86"
"198765,91.8,0,90.43505,88.86"
"198766,91.8,0,90.43505,88.86"
"198767,91.8,0,90.43505,88.86"
"198768,91.8,0,90.43505,88.86"
"198769,91.8,0,90.43505,88.86"
"198770,91.8,0,90.43505,88.86"
"198771,91.8,0,90.43505,88.86"
"198772,91.8,0,90.43505,88.86"
"198773,91.8,0,90.43505,88.86"
"198774,91.8,0,90.43505,88.86"
"198775,91.8,0,90.43505,88.86"
"198776,91.8,0,90.43505,88.86"
"198777,91.8,0,90.43505,88.86"
"198778,91.8,0,90.43505,88.86"
"198779,91.8,0,90.43505,88.86"
"198780,91.8,0,90.43505,88.86"
"198781,91.8,0,90.43505,88.86"
"198782,91.8,0,90.43505,88.86"
"198783,91.8,0,90.43505,88.86"
"198784,91.8,0,90.43505,88.86"
"198785,91.8,0,90.43505,88.86"
"198786,91.8,0,90.43505,88.86"
"198787,91.8,0,90.43505,88.86"
"198788,91.8,0,90.43505,88.86"
"198789,91.8,0,90.43505,88.86"
"198790,91.8,0,90.43505,88.86"
"198791,91.8,0,90.43505,88.86"
"198792,91.8,0,90.43505,88.86"
"198793,91.8,0,90.43505,88.86"
"198794,91.8,0,90.43505,88.86"
"198795,91.8,0,90.43505,88.86"
"198796,91.8,0,90.43505,88.86"
"198797,91.8,0,90.43505,88.86"
"198798,91.8,0,90.43505,88.86"
"198799,91.8,0,90.43505,88.86"
"198800,91.8,0,90.43505,88.86"
"198801,91.8,0,90.43505,88.86"
"198802,91.8,0,90.43505,88.86"
"198803,91.8,0,90.43505,88.86"
"198804,91.8,0,90.43505,88.86"
"198805,91.8,0,90.43505,88.86"
"198806,91.8,0,90.43505,88.86"
"198807,91.8,0,90.43505,88.86"
"198808,91.8,0,90.43505,88.86"
"198809,91.8,0,90.43505,88.86"
"198810,91.8,0,90.43505,88.86"
"198811,91.8,0,90.43505,88.86"
"198812,91.8,0,90.43505,88.86"
"198813,91.8,0,90.43505,88.86"
"198814,91.8,0,90.43505,88.86"
"198815,91.8,0,90.43505,88.86"
"198816,91.8,0,90.43505,88.86"
"198817,91.8,0,90.43505,88.86"
"198818,91.8,0,90.43505,88.86"
"198819,91.8,0,90.43505,88.86"
"198820,91.8,0,90.43505,88.86"
"198821,91.8,0,90.43505,88.86"
"198822,91.8,0,90.43505,88.86"
"198823,91.8,0,90.43505,88.86"
"198824,91.8,0,90.43505,88.86"
"198825,91.8,0,90.43505,88.86"
"198826,91.8,0,90.43505,88.86"
"198827,91.8,0,90.43505,88.86"
"198828,91.8,0,90.43505,88.86"
"198829,91.8,0,90.43505,88.86"
"198830,91.8,0,90.43505,88.86"
"198831,91.8,0,90.43505,88.86"
"198832,91.8,0,90.43505,88.86"
"198833,91.8,0,90.43505,88.86"
"198834,91.8,0,90.43505,88.86"
"198835,91.8,0,90.43505,88.86"
"198836,91.8,0,90.43505,88.86"
"198837,91.8,0,90.43505,88.86"
"198838,91.8,0,90.43505,88.86"
"198839,91.8,0,90.43505,88.86"
"198840,91.8,0,90.43505,88.86"
"198841,91.8,0,90.43505,88.86"
"198842,91.8,0,90.43505,88.86"
"198843,91.8,0,90.43505,88.86"
"198844,91.8,0,90.43505,88.86"
"198845,91.8,0,90.43505,88.86"
"198846,91.8,0,90.43505,88.86"
"198847,91.8,0,90.43505,88.86"
"198848,91.8,0,90.43505,88.86"
"198849,91.8,0,90.43505,88.86"
"198850,91.8,0,90.43505,88.86"
"198851,91.8,0,90.43505,88.86"
"198852,91.8,0,90.43505,88.86"
"198853,91.8,0,90.43505,88.86"
"198854,91.8,0,90.43505,88.86"
"198855,91.8,0,90.43505,88.86"
"198856,91.8,0,90.43505,88.86"
"198857,91.8,0,90.43505,88.86"
"198858,91.8,0,90.43505,88.86"
"198859,91.8,0,90.43505,88.86"
"198860,91.8,0,90.43505,88.86"
"198861,91.8,0,90.43505,88.86"
"198862,91.8,0,90.43505,88.86"
"198863,91.8,0,90.43505,88.86"
"198864,91.8,0,90.43505,88.86"
"198865,91.8,0,90.43505,88.86"
"198866,91.8,0,90.43505,88.86"
"198867,91.8,0,90.43505,88.86"
"198868,91.8,0,90.43505,88.86"
"198869,91.8,0,90.43505,88.86"
"198870,91.8,0,90.43505,88.86"
"198871,91.8,0,90.43505,88.86"
"198872,91.8,0,90.43505,88.86"
"198873,91.8,0,90.43505,88.86"
"198874,91.8,0,90.43505,88.86"
"198875,91.8,0,90.43505,88.86"
"198876,91.8,0,90.43505,88.86"
"198877,91.8,0,90.43505,88.86"
"198878,91.8,0,90.43505,88.86"
"198879,91.8,0,90.43505,88.86"
"198880,91.8,0,90.43505,88.86"
"198881,91.8,0,90.43505,88.86"
